school_id,teach_id,child_id,lit_pretest,math_pretest,lit_posttest,math_posttest,ses,female,black,hisp,asian,nohsdip,ba,maprofdeg,nonenghome,pct_frpl,private,fullday
0282,0282T01,0282010C,34.8,31.99,42.35,51.49,,0,0,0,0,,,,0,,0,1
2124,2124T02,2124009C,31.2,24.69,41.41,34.21,-0.75,0,0,0,1,0,0,0,1,,0,1
1169,1169T05,1169012C,28.88,20.23,29.05,32.49,-0.93,0,0,1,0,1,0,0,1,90.89,0,0
0928,0928T06,0928022C,,25.88,37.95956,29.16,-0.92,0,0,1,0,1,0,0,1,,0,
0714,0714T05,0714019C,29.21,20.93,36.69,33.05,-0.03,0,0,0,0,0,0,0,0,,0,
0311,0311T02,0311019C,39.79,32.69,50.04,51.79,0.27,0,1,0,0,0,1,0,0,47.22,0,0
0134,0134T01,0134015C,33.47,20.77,41.23,29.46,0.62,1,0,0,0,0,0,0,0,4.04,0,0
0757,0757T03,0757017C,29.79,16.61,34.75,23.39,-0.5,1,1,0,0,0,0,0,0,82.2,0,1
0769,0769T05,0769024C,27.04,18.72,47.65,35.56,1.03,0,0,0,0,0,1,0,0,,0,1
0228,0228T01,0228009C,39.85,38.64,49.25,44.12,0.6,0,0,0,0,0,0,0,0,13.51,1,1
3052,3052T04,3052012C,59.65,26.16,78.82,35.18,1.17,1,0,0,1,0,0,1,1,,0,1
1208,1208T04,1208016C,,17.62,34.37,26.08,,1,0,1,0,,,,0,47.69,0,0
0891,0891T01,0891019C,41.51,29.47,52.19,37.91,-2.66,1,0,1,0,1,0,0,1,,0,1
1096,1096T03,1096010C,,,62.23374,38.0683,-1.19,0,0,0,1,0,0,0,1,71.97,0,0
0810,0810T01,0810001C,47.04,35.23,73.5,45.47,-0.53,1,1,0,0,0,0,0,0,,0,1
0600,0600T03,0600013C,35.71,27.76,57.18,35.4,0.35,1,1,0,0,0,1,0,0,58.07,0,1
0392,0392T02,0392004C,40.93,30.29,52.13,39.96,-0.64,1,1,0,0,0,0,0,0,93,0,1
1039,1039T04,1039019C,,24.38,57.68537,44.15,-2.39,1,0,1,0,1,0,0,1,70.35,0,1
0599,0599T05,0599018C,26.5,11.92,34.46,29.28,-0.74,1,0,1,0,1,0,0,1,,0,1
0020,0020T01,0020006C,31.65,18.22,38.55,25.81,-0.41,1,0,0,0,0,0,0,0,,0,0
0908,0908T01,0908017C,31.39,24.35,43.7,31.25,-0.39,0,0,0,0,0,0,0,0,40.89,0,1
1148,1148T01,1148018C,32.96,25.93,38.7,40.54,1.97,0,0,1,0,0,0,1,0,,1,0
1086,1086T04,1086024C,35.29,29.66,55.52,36.83,-0.42,0,1,0,0,0,0,0,0,,0,0
0883,0883T02,0883001C,33.4,25.28,40.82,32.08,-0.32,1,0,0,1,0,0,0,1,,0,1
1216,1216T01,1216011C,28.2,18.78,42.43,31.72,,0,0,1,0,,,,0,,0,0
3019,3019T05,3019022C,36.09,26.42,44.82,32.3,-1.26,0,0,0,0,0,0,0,0,60.59,0,1
0388,0388T02,0388023C,30.08,18.74,32.53,24.88,,1,1,0,0,,,,0,,0,1
0077,0077T01,0077009C,58.47,61.67,66.5,66.19,1.02,0,0,0,0,0,0,1,0,,1,1
0602,0602T03,0602020C,,,39.69,32.36,-0.49,1,1,0,0,0,0,0,,,0,1
0491,0491T03,0491020C,26.55,19.85,44.84,35.12,-0.48,0,0,0,0,0,0,0,0,40.15,0,1
0195,0195T01,0195011C,23.79,14.68,36.83,26.08,-0.45,1,1,0,0,0,0,0,0,,0,1
0920,0920T07,0920003C,37.83,21.33,48.97,40.71,-1.12,0,0,0,1,1,0,0,0,71.11,0,1
0366,0366T06,0366014C,41.53,54.72,48.21,67.72,0.58,0,0,0,0,0,1,0,0,,0,1
2078,2078T01,2078001C,40.31,30.85,53.46,29.94,0.24,1,0,0,0,0,0,0,0,30.93,0,0
2120,2120T04,2120013C,23.21,13.92,25,16.69,-0.24,0,1,0,0,0,0,0,0,20.48,0,1
0505,0505T01,0505006C,36.6,24.95,45.46,38.04,-0.56,0,1,0,0,0,0,0,0,64.1,0,0
1171,1171T10,1171003C,34.67,32.36,57.87,54.84,-0.64,0,0,1,0,0,0,0,0,,0,0
0282,0282T02,0282021C,36.07,30.87,45.36,33.94,0.99,1,0,0,0,0,1,0,0,,0,0
0162,0162T02,0162016C,37.59,30.06,46.79,29.88,1.39,1,0,0,0,0,0,1,0,,0,1
0926,0926T02,0926011C,29.52,15.73,32.37,21.92,-0.59,0,1,0,0,0,0,0,0,,0,1
3115,3115T01,3115021C,38.75,27.51,42.94,34.56,0.6,1,0,0,0,0,1,0,0,14.29,0,0
0587,0587T04,0587017C,57.3,41.17,69.58,42.84,1.48,1,0,0,0,0,1,0,0,3.37,0,1
0119,0119T01,0119026C,39.35,23.41,48.45,43.53,0.3,1,0,1,0,0,0,0,1,,1,1
0389,0389T04,0389017C,31.02,18.76,39.05,26.05,-0.51,0,1,0,0,0,0,0,0,,0,1
0833,0833T01,0833006C,27.61,24.77,42.16,36.97,-1.04,0,0,0,0,1,0,0,0,41.02,0,1
0185,0185T01,0185007C,32.66,20.71,37.95,26.54,-0.04,1,0,0,0,0,0,0,0,,0,1
0213,0213T04,0213020C,31.03,25.76,43.89,33.54,-0.56,0,0,0,0,0,0,0,0,12.89,0,0
0303,0303T01,0303004C,34.84,23.03,31.78,21.7,-0.41,0,0,0,0,0,0,0,0,59.65,0,
1247,1247T02,1247002C,36.12,20.4,40.45,27.54,-0.34,0,0,1,0,0,0,0,0,,0,0
3018,3018T01,3018011C,36.8,22.37,49.48,30.69,0.19,0,0,0,0,0,0,0,0,62.48,0,0
1135,1135T01,1135007C,,,45.34,49.4,1.49,0,0,0,0,0,0,1,,,0,
0699,0699T01,0699009C,122.72,45.12,142.49,68.87,0.09,0,0,0,0,0,0,0,0,0,1,1
0998,0998T02,0998022C,35.72,24.43,48.43,39.94,-0.01,0,0,0,0,0,0,0,0,0,1,1
0459,0459T01,0459001C,27.24,20.04,43.72,27.29,-0.18,1,0,1,0,0,0,0,0,,0,0
0626,0626T01,0626003C,78.75,35.79,99.94,47.59,-0.6,0,0,0,0,0,0,0,0,0,1,1
1096,1096T06,1096018C,,,53.75887,24.34814,-0.4,1,0,0,1,0,0,0,1,71.97,0,0
0748,0748T03,0748005C,30.45,31.07,39.48,33.02,0.33,1,0,0,0,0,1,0,0,23.81,0,1
0256,0256T01,0256010C,31.7,22.34,46.41,35.9,-0.03,1,0,1,0,0,0,0,0,6.35,1,1
0327,0327T01,0327006C,26.4,21.26,33.88,27.32,-0.2,1,0,0,0,0,0,0,0,38.62,0,0
0010,0010T02,0010007C,33.9,24.19,41.36,34.07,-0.52,1,0,0,0,0,0,0,0,32.95,0,0
0532,0532T01,0532017C,34.76,33.94,51.55,38.73,1.46,0,0,0,0,0,0,1,0,7.46,0,0
0159,0159T06,0159019C,39.89,29.85,42.42,39.68,-0.41,1,0,0,0,0,0,0,0,,1,1
0487,0487T05,0487022C,27.95,17.74,43.58,27.96,-0.67,1,0,0,0,0,0,0,0,,0,1
0998,0998T02,0998002C,47.01,33.13,51.45,42.99,0.8,0,0,0,0,0,0,1,0,0,1,1
0355,0355T02,0355016C,,,54.54,43.69,0.2,1,0,0,0,0,1,0,,52.53,0,1
0669,0669T03,0669024C,33.19,22.04,41.62,31.79,0.06,1,0,0,0,0,0,0,0,10.46,0,1
0364,0364T01,0364003C,25.62,16.27,34.18,23.21,-0.08,1,0,0,0,0,0,0,0,9.93,0,1
3106,3106T01,3106002C,32.03,22.13,54.18,49.07,0.2,1,1,0,0,0,0,0,0,,0,1
0443,0443T01,0443020C,46.74,29.65,68.6,83.62,0.25,0,0,0,0,0,0,0,0,29.63,0,1
0852,0852T01,0852010C,33.03,30.25,46.79,35.68,0.25,1,0,0,0,0,0,0,0,10.16,1,1
0432,0432T02,0432003C,37.18,31.11,45.27,47.46,0,0,0,0,0,0,0,0,0,17.27,0,0
1127,1127T01,1127004C,25.04,16.45,30.93,29.37,-0.08,0,0,0,0,0,0,0,0,,1,1
0220,0220T01,0220003C,30.61,27.66,42.65,41.54,0.02,0,0,0,0,0,1,0,0,16.67,1,1
0769,0769T03,0769015C,28.59,14.87,38.74,26.17,-1.02,1,1,0,0,1,0,0,0,,0,0
0363,0363T02,0363016C,37.9,31.3,44.22,36.4,-0.55,0,0,0,0,0,0,0,0,35.99,0,1
0314,0314T01,0314018C,112.57,57.61,118.8,100.53,1.21,0,0,0,0,0,0,1,0,0,1,0
0829,0829T01,0829010C,33.32,20.54,36.54,40.82,2.47,0,0,0,0,0,0,1,0,11.21,1,1
3023,3023T02,3023010C,30.87,19.79,37.43,25.34,-0.34,1,1,0,0,0,0,0,0,74.17,0,1
1255,1255T03,1255019C,28.08,21.11,45.92,39.5,0.19,0,0,0,0,0,0,0,0,0,0,0
0652,0652T02,0652010C,35.56,27.98,38.91,31.99,0.42,0,1,0,0,0,1,0,0,14.78,0,1
0653,0653T03,0653023C,34.77,24.33,41.28,28.61,-0.3,1,1,0,0,0,0,0,0,93,0,1
0881,0881T04,0881019C,38.19,25.95,53.52,38.58,0.06,0,0,0,0,0,0,0,0,,0,1
0966,0966T02,0966010C,37.3,25.83,45.49,38.02,-0.29,1,0,1,0,0,0,0,0,51.92,0,1
0246,0246T01,0246005C,36.17,24.35,40.78,29.54,-0.48,0,0,0,0,0,0,0,0,93,0,
0103,0103T03,0103021C,32.29,22.03,36.35,25.84,-0.67,0,1,0,0,0,0,0,0,,0,1
0781,0781T05,0781006C,26.12,13.22,31.47,26.73,-0.29,0,0,0,0,0,0,0,0,15.37,0,1
0053,0053T01,0053022C,27.88,24.58,35.41,46.72,0.28,0,0,0,0,0,0,0,0,.15,0,0
2111,2111T01,2111002C,41.91,25.22,38.93,26.25,0.85,0,1,0,0,0,1,0,0,38.12,0,0
0365,0365T02,0365001C,,,37.11378,51.16875,-0.62,1,0,0,1,0,0,0,1,49.53,0,0
0151,0151T01,0151007C,,17.92,37.01,25.38,,1,0,1,0,,,,1,93,0,1
3107,3107T03,3107009C,36.81,18.21,39.8,21.7,-0.62,1,1,0,0,0,0,0,0,,0,1
0946,0946T02,0946006C,24.95,14.26,37.76,25.16,-0.97,0,1,0,0,0,0,0,0,,0,1
1280,1280T05,1280024C,36.97,27.5,51.99,33.53,1.39,0,0,0,0,0,0,1,0,39.96,0,1
0363,0363T01,0363002C,33.27,31.2,46.26,36.37,0.4,0,0,0,0,0,1,0,0,35.99,0,1
0134,0134T02,0134012C,42.12,23.88,45.7,35.35,0.55,0,0,0,0,0,0,0,0,4.04,0,0
0229,0229T01,0229006C,39.5,41.48,51.77,60.75,1.36,0,0,0,0,0,0,1,0,24.58,0,0
0345,0345T04,0345021C,39.3,29.33,51.94,40.3,-0.07,0,0,0,0,0,0,0,0,2.83,0,0
0189,0189T01,0189012C,41.92,36.07,72.7,64.08,-0.23,1,0,0,0,0,1,0,0,,1,1
0946,0946T02,0946010C,25.18,18.8,40.78,25.23,-1.77,1,1,0,0,1,0,0,0,,0,1
3072,3072T01,3072011C,26.5,25.57,33.61,32.45,-0.34,0,0,0,0,1,0,0,0,23.57,0,0
3108,3108T02,3108008C,47.71,34.03,52.07,49.08,-0.34,1,0,0,0,0,0,0,0,44.09,0,1
2057,2057T02,2057014C,29.9,26.28,49.41,43.74,1.06,1,0,0,0,0,1,0,0,0,1,0
1088,1088T01,1088001C,46.09,45.65,58.03888,55.50673,0.9,1,0,0,1,0,0,0,0,,0,0
1174,1174T07,1174014C,26.51,17.13,32.54,20.65,-0.3,1,1,0,0,0,0,0,1,5.01,0,0
0998,0998T02,0998008C,41.38,31.46,53.59,46.57,0.85,0,0,0,0,0,1,0,0,0,1,1
2133,2133T02,2133004C,32.12,22.39,41.54,31.02,-0.46,1,0,0,0,0,0,0,0,,1,1
0587,0587T03,0587018C,48.78,31.66,67.12,45.37,0.8,0,0,0,0,0,1,0,0,3.37,0,1
0257,0257T02,0257014C,35.63,32.79,53.45,56.24,-0.17,0,0,0,0,0,0,0,0,,1,
0825,0825T02,0825016C,32.14,25.4,58.55,63.46,-0.66,1,0,0,0,0,0,0,0,,0,1
0809,0809T02,0809015C,33.25,21.48,41.66,31.97,-0.42,1,0,0,0,0,0,0,0,,0,1
1112,1112T02,1112006C,27.18,18.57,41.77,31.8,-0.31,0,0,0,1,0,0,0,0,,0,0
0937,0937T01,0937003C,49.54,30.58,57.54,41.84,1.14,0,0,0,0,0,1,0,0,37.67,0,
0863,0863T01,0863002C,33.15,20.89,40.88,26.07,-1.19,0,1,0,0,0,0,0,0,20,0,1
0723,0723T01,0723003C,31.67,30.42,39.09,38.53,0.65,0,0,0,0,0,1,0,0,5.09,1,1
1181,1181T02,1181013C,36.74,17.94,50.64,33.18,0.66,0,0,0,0,0,0,0,0,,0,0
0491,0491T07,0491016C,43.71,31.53,61.33,41.83,-0.19,1,0,0,0,0,0,0,0,40.15,0,1
1186,1186T03,1186023C,38.95,25.68,58.31,31.86,0.15,1,1,0,0,0,0,0,0,,1,1
0229,0229T01,0229012C,29.42,24.7,43.89,39.93,-0.11,1,0,0,0,0,0,0,0,24.58,0,0
0171,0171T02,0171020C,32.02,22.88,36.83,28.68,-0.61,1,0,0,0,0,0,0,0,46.94,0,0
0180,0180T01,0180015C,25.63,22.53,44.74,33.65,-0.6,1,0,0,0,0,0,0,0,,0,0
3039,3039T02,3039001C,38.51,29.25,41.72,42.13,-0.29,0,0,1,0,0,0,0,0,47.22,0,
1010,1010T01,1010005C,34.04,24.2,48.87,43.35,0.84,1,0,0,0,0,1,0,0,21.41,0,0
1147,1147T04,1147009C,29.86,17.03,32.83,30.5,0.37,1,0,0,0,0,0,0,0,,0,0
0136,0136T03,0136008C,34.11,23.85,46.39,27.06,-0.07,0,0,0,0,0,0,0,0,19.83,0,0
2025,2025T01,2025001C,30.13,29.95,48.04,45.02,0.95,0,0,0,0,0,1,0,0,0,1,1
0248,0248T01,0248012C,24.91,17.82,34.34,25.93,0.38,0,0,0,0,0,0,0,0,4.4,0,0
0176,0176T02,0176007C,28.68,20.87,40.72,31.04,,1,0,0,0,,,,0,,0,0
1111,1111T04,1111012C,29.91,24.49,46.14,32.07,0.45,1,0,0,1,0,1,0,0,,0,0
0712,0712T03,0712012C,,19.44,36.68851,26.22,-0.86,1,0,1,0,0,0,0,1,,0,1
0740,0740T01,0740002C,37.31,28.04,42.09,39.05,-0.07,1,0,0,0,0,0,0,0,,0,1
3015,3015T02,3015014C,32.29,23.29,39.68,39.13,-1.13,0,1,0,0,1,0,0,0,,0,0
1253,1253T01,1253011C,28.69,23.54,39.43,42.1,,0,0,0,0,,,,0,,1,0
0684,0684T06,0684018C,26.67,21.14,37.12768,30.44,-0.36,0,0,1,0,0,1,0,0,,0,
0576,0576T03,0576024C,43.7,29.33,50.04,48.36,0.19,0,0,0,0,0,0,0,0,0,1,1
0848,0848T02,0848011C,31.73,24.27,34.24,33.07,-0.84,0,1,0,0,0,0,0,0,78.87,0,1
0685,0685T04,0685005C,67.3,62.2,86.39,78.99,1.15,0,0,0,1,0,0,1,0,13.19,0,1
0506,0506T01,0506008C,33.08,18.3,42.61,30.62,1.01,1,0,1,0,0,1,0,0,,1,0
0048,0048T01,0048001C,39.3,34.82,39.86,40.95,0.78,0,0,0,0,0,1,0,0,0,1,0
0713,0713T01,0713012C,38.24,35.16,60.83,46.55,0.53,0,0,1,0,0,0,0,1,,1,1
0855,0855T02,0855014C,46.47,36.82,51.83,41.13,-0.27,1,1,0,0,0,0,0,0,20.34,0,1
3046,3046T01,3046016C,41.1,24.03,65.19,22.69,-0.03,0,0,0,0,0,0,0,0,13.55,0,0
0712,0712T03,0712013C,38.04,27.95,56.4,42.57,-0.18,0,0,0,0,0,1,0,1,,0,1
1133,1133T01,1133015C,34.19,18.26,38.95,30.06,0.15,0,0,1,0,0,0,0,0,8.99,0,0
1041,1041T04,1041015C,,19.64,45,30.75,,1,0,1,0,,,,1,89.37,0,1
0710,0710T04,0710001C,,33.14,33.54492,39.32,-0.2,0,0,1,0,0,1,0,1,,0,1
0083,0083T16,0083007C,25.8,13.93,27.94,28.28,-0.23,1,0,0,0,0,0,0,0,56.73,0,1
0662,0662T02,0662005C,26.86,18.57,27.97,28.44,-0.96,0,0,1,0,0,0,0,1,,0,1
1169,1169T07,1169019C,,24.72,26.49482,28.43,-1.02,0,0,1,0,1,0,0,1,90.89,0,
0905,0905T01,0905002C,34.1,20.9,53.33,26.3,0.74,1,0,0,1,0,1,0,0,0,1,1
0935,0935T02,0935006C,45.95,25.31,47.47,34.3,-0.09,0,1,0,0,0,1,0,0,,0,0
0483,0483T02,0483009C,45.73,40,48.94,40.16,-0.14,0,0,0,0,0,0,0,0,25.47,0,1
0683,0683T10,0683017C,26.06,13.48,27.85,22.33,-0.09,1,1,0,0,0,0,0,0,73.54,0,1
0853,0853T04,0853021C,57.2,64.77,73.16,62.44,1.41,1,0,0,0,0,0,1,0,0,1,1
0314,0314T01,0314008C,35.52,31.27,52.17,37.98,2.56,0,0,0,0,0,0,1,0,0,1,0
0667,0667T02,0667012C,71.44,59.17,96,86.4,1.33,1,0,0,0,0,0,1,0,15.93,0,1
0091,0091T02,0091016C,33.7,22.27,52.18,30.45,-0.54,1,1,0,0,0,0,0,0,22.62,1,1
0133,0133T05,0133002C,36.25,29.04,42.66,35.67,0.73,1,0,0,0,0,0,1,0,9.91,0,1
2006,2006T01,2006007C,50.87,31.97,62.91,44.76,0.37,1,0,0,0,0,1,0,0,0,1,1
0755,0755T03,0755022C,32.47,18.47,41.87,29.75,-0.45,1,0,0,0,0,0,0,0,,0,1
3005,3005T02,3005025C,36.65,25.05,39.51,32.32,0.47,1,0,0,0,0,1,0,0,1.25,0,0
1009,1009T01,1009023C,28.95,17.71,44.71,32.68,-0.35,0,0,0,0,0,0,0,0,12.11,0,0
0887,0887T03,0887003C,35.76,19.93,37.81,30.84,0.4,1,0,0,1,0,1,0,0,,1,0
0696,0696T05,0696023C,30.36,21.9,42.38,31.94,-0.6,1,1,0,0,0,0,0,0,,0,1
0303,0303T02,0303017C,32.55,26.61,50.42,53.01,-0.66,1,0,0,0,0,0,0,0,59.65,0,
0242,0242T03,0242021C,33.63,27.35,43.2,47.46,0.87,0,0,0,0,0,0,1,0,,1,0
0101,0101T02,0101014C,30.62,20.95,40.25,32.3,-0.68,1,0,1,0,1,0,0,0,,0,1
0176,0176T02,0176018C,45.28,31.13,60.28,41.37,0.85,1,0,0,0,0,1,0,0,,0,0
3041,3041T01,3041003C,27.44,25.49,30.13,33.03,-0.44,0,0,0,0,0,0,0,0,49.29,0,1
3116,3116T01,3116004C,25.8,13.04,30.32,28.17,-0.74,0,0,1,0,0,0,0,0,78.46,0,1
0886,0886T03,0886014C,42.72,28.08,46.19,40.75,1.03,1,0,0,0,0,0,1,0,19.52,0,1
0785,0785T04,0785015C,32,29.31,37.14,33.65,0.49,1,0,0,0,0,1,0,0,11.76,0,1
0654,0654T03,0654006C,32.34,24.07,36.54,28.95,0.22,0,1,0,0,0,1,0,0,61.73,0,1
3036,3036T01,3036012C,25.77,25.72,43.07,32.35,0.17,0,0,0,0,0,0,0,0,,0,1
1068,1068T01,1068002C,42.91,38.19,62.96,41.88,0.17,0,0,0,0,0,0,0,0,,0,0
0737,0737T01,0737010C,57.86,38.28,67.34,53.19,1.05,1,0,0,0,0,0,1,0,7.94,1,0
1118,1118T06,1118021C,38.36,47.27,50.88,59.56,0.32,1,0,1,0,0,1,0,0,,0,0
0180,0180T01,0180010C,28.49,48.75,35.12,56.81,-0.09,0,0,0,0,0,0,0,0,,0,0
0474,0474T02,0474020C,32.25,20.53,46.68,33.11,-0.71,1,0,0,0,0,0,0,0,21.91,0,1
0825,0825T01,0825005C,34.94,20.67,47.57,34.56,-0.34,0,1,0,0,0,0,0,0,,0,1
3071,3071T01,3071008C,29.92,24.57,44.84,39.25,-0.82,0,0,0,0,1,0,0,0,25.1,0,0
0015,0015T01,0015026C,32.64,36.24,36.09,51.04,1,0,0,0,0,0,0,1,0,52.38,0,0
0619,0619T03,0619012C,39.29,30.98,55.98,51.33,0,0,0,0,0,0,0,0,0,36.04,0,1
1190,1190T01,1190004C,25.79,22.73,43.03,33.48,-1.31,1,0,0,1,1,0,0,1,,0,0
0463,0463T02,0463008C,47.41,34.71,114.07,52.76,0.14,1,0,0,0,0,0,0,0,23.8,0,1
0852,0852T01,0852006C,43.63,32.54,47.39,38.88,0.22,0,0,0,0,0,0,0,0,10.16,1,1
0249,0249T01,0249012C,28.5,14.28,37.77,23.35,-0.07,0,1,0,0,0,0,0,0,,1,0
0070,0070T05,0070007C,30.91,31.81,42.77,35.24,0.02,1,0,0,0,0,0,0,0,31.58,0,0
0940,0940T03,0940011C,35.65,21.55,50.27,42.87,-0.9,0,0,1,0,1,0,0,0,24.42,0,1
0458,0458T01,0458007C,44.32,31.87,58.08,33.5,-0.29,0,0,0,0,0,0,0,0,,0,0
3038,3038T01,3038014C,34.2,32.3,50.7,44.51,-0.42,0,0,0,0,0,0,0,0,47.65,0,
0357,0357T02,0357005C,,,43.26145,43.39159,-0.65,0,0,0,1,0,0,0,1,38.86,0,1
3027,3027T01,3027002C,33.22,28.54,51.31,43.98,-0.37,0,0,0,0,0,0,0,0,15.53,0,0
1138,1138T01,1138005C,42.17,47.35,57.19,42.88,1,0,0,0,0,0,1,0,1,0,1,0
0441,0441T01,0441012C,31.44,21.12,39.29,30.84,-0.85,0,0,1,0,1,0,0,1,16.67,0,0
0858,0858T03,0858014C,22.82,17.33,32.96,21.93,,0,1,0,0,,,,0,61.07,0,1
3026,3026T03,3026014C,,,27.69546,38.10849,-1.5,0,0,0,0,1,0,0,,60,0,
0857,0857T05,0857001C,38.38,21.58,34.85,29,0.42,1,0,0,0,0,0,0,0,51.29,0,1
0838,0838T09,0838018C,40.01,36.92,51.04,41.61,0.14,1,0,0,0,0,0,0,0,,0,1
0114,0114T02,0114012C,26.48,15.47,32.32,19.67,,1,,,,,,,0,,0,1
1181,1181T01,1181011C,38.51,29.38,50.31,35.49,-0.16,1,0,0,0,0,0,0,0,,0,0
3050,3050T01,3050012C,25.69,16.83,38.95,26.71,-1.53,1,1,0,0,0,0,0,0,,0,0
0075,0075T05,0075020C,33.74,25.66,46.07,37.34,0.54,1,0,0,0,0,1,0,0,,0,1
0842,0842T03,0842014C,31.08,19.95,34.59,21.12,-0.49,1,1,0,0,0,0,0,0,,0,1
0551,0551T07,0551023C,38.96,21.65,38.52,20.86,0.93,1,0,0,0,0,1,0,0,5.84,0,0
0184,0184T05,0184022C,25.6,16.1,27.48,17.57,-0.07,1,0,1,0,0,0,0,0,,0,1
0451,0451T01,0451003C,43.16,43.43,45.83,49.92,-0.18,1,0,0,0,0,0,0,0,24.1,0,1
3013,3013T01,3013005C,41.62,35.28,50.99,40.26,-0.04,1,0,0,0,0,0,0,0,28.85,0,0
1251,1251T05,1251020C,32.57,20.92,45.57,27.81,-0.02,1,0,0,0,0,0,0,0,,0,0
1167,1167T07,1167012C,,17.44,34.07385,42.24,-0.64,0,0,1,0,1,0,0,1,93,0,0
0379,0379T01,0379021C,45.03,43.29,49.86,52.23,-0.4,0,0,0,0,0,0,0,0,8.06,1,0
1146,1146T03,1146021C,25.13,19.14,36.56,29.81,-0.66,0,0,1,0,0,0,0,1,93,0,0
1070,1070T01,1070020C,25.84,18.07,26.24,21.37,0.29,0,0,0,0,0,0,0,0,0,1,0
0154,0154T01,0154006C,32.94,21.52,40.97,24.63,0.13,1,0,1,0,0,1,0,1,,0,0
3006,3006T01,3006023C,40.01,39.23,49.93,49.55,1.09,0,0,0,0,0,1,0,0,,0,0
0697,0697T01,0697009C,41.25,30.36,46.07,39.19,0.52,1,0,0,0,0,0,0,0,0,1,0
1179,1179T08,1179018C,,,38.73,33.43,0.28,0,0,1,0,0,0,0,,,0,
0777,0777T03,0777009C,33.75,19.81,39.59,31.46,-0.07,1,1,0,0,0,1,0,0,26.67,0,1
0095,0095T01,0095013C,,,49.13,36.46,,0,1,0,0,,,,,25.82,0,1
1100,1100T04,1100023C,24.9,14.79,27.34,19.44,-1.03,0,0,1,0,1,0,0,0,79.38,0,
1122,1122T02,1122011C,,22.59,30.08218,30.2,-0.87,1,0,1,0,1,0,0,1,,0,
0950,0950T03,0950017C,,19.34,40.47438,31.82,-0.95,1,0,1,0,1,0,0,1,,0,0
2032,2032T01,2032011C,31.47,18.99,51.7,28.12,-0.54,1,0,0,0,0,0,0,0,,1,1
0837,0837T01,0837016C,32.23,23.6,39.81,35.13,-0.53,1,1,0,0,0,0,0,0,89.02,0,1
1116,1116T03,1116019C,25.03,18.69,41.94,25.42,-0.12,1,0,1,0,0,1,0,0,28.57,1,0
0652,0652T03,0652017C,33.69,27.39,42.87,33.18,-0.11,1,0,0,0,0,0,0,0,14.78,0,1
0432,0432T01,0432011C,38.08,27.92,40.73,37.14,-0.15,1,0,0,0,0,0,0,0,17.27,0,0
0518,0518T03,0518015C,33.05,16.32,57.55,41.09,0.52,1,0,0,0,0,1,0,0,29.66,0,1
3082,3082T02,3082013C,35.98,26.8,59.99,35.74,-0.47,0,0,0,0,0,0,0,0,36.43,0,1
1175,1175T09,1175013C,,15.33,11.05478,24.4,-1.15,1,0,1,0,1,0,0,1,,0,
0995,0995T03,0995017C,31.06,24.79,43.84,29.47,-0.12,1,1,0,0,0,0,0,0,,0,
1260,1260T05,1260009C,36.72,30.3,61.44,43.26,-0.02,0,0,0,0,0,0,0,0,71.04,0,1
1217,1217T14,1217022C,,,50.63235,22.15,-1.34,1,0,1,0,1,0,0,,5.56,0,
0833,0833T03,0833022C,33.04,20.1,67.83,38.73,0.02,0,0,0,0,0,0,0,0,41.02,0,1
1211,1211T01,1211004C,50.18,40.93,63.54,72.9,1.08,0,0,0,1,0,0,1,0,0,1,0
0849,0849T01,0849001C,30.71,20.53,34.06,24.91,-1.21,1,1,0,0,0,0,0,0,93,0,1
0714,0714T02,0714014C,26.93,17.77,39.63,39.63,0.29,1,0,1,0,0,0,0,1,,0,1
0909,0909T01,0909003C,29.08,15,42.45,24.22,-0.05,1,0,0,0,0,0,0,0,54.03,0,1
0395,0395T02,0395007C,48.88,38.34,57.16,48.87,0.63,1,0,0,0,0,1,0,0,5.9,0,0
0495,0495T01,0495003C,26.07,18.24,41.3,37.1,1.37,0,0,0,0,0,0,1,0,44.12,0,1
1001,1001T02,1001018C,31.83,18.12,36.36,21.45,0,0,0,0,0,0,0,0,0,2.34,0,0
0600,0600T01,0600001C,27.99,18.77,34.19,30.76,0.68,0,0,0,0,0,0,0,0,58.07,0,1
1125,1125T04,1125010C,,12.23,31.96417,16.27,-1.09,0,0,1,0,1,0,0,1,,0,
0451,0451T01,0451019C,36.57,29.89,45.91,48.3,0.28,1,0,0,0,0,0,0,0,24.1,0,1
3012,3012T01,3012013C,26.16,14.92,31.73,27.8,-0.67,0,1,0,0,0,0,0,0,,0,0
3050,3050T02,3050001C,36.76,24.22,46.79,30.4,-0.43,1,1,0,0,0,0,0,0,,0,0
0584,0584T02,0584007C,48.64,37.25,76.12,45.17,,1,0,0,1,,,,0,1.92,0,0
1208,1208T02,1208012C,28.5,19.8,38.59,23.62,-0.31,1,0,0,0,0,0,0,0,47.69,0,0
0950,0950T03,0950004C,,26.74,31.70104,21.77,-1.11,0,0,1,0,1,0,0,1,,0,0
0481,0481T01,0481013C,35.28,32.37,55.3,46.37,0.23,0,0,0,0,0,0,1,0,26.53,0,1
0671,0671T01,0671006C,36.26,27.37,47.28,54.13,1.35,1,0,0,0,0,0,1,0,0,1,1
0364,0364T01,0364007C,40.69,32.53,44.32,44.61,0.57,0,0,0,0,0,1,0,0,9.93,0,1
